PassengerId,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,Survived
106,2,female,31.9,1,0,41.92,S,1
107,2,male,20.7,0,0,88.74,Q,1
108,2,female,29.9,1,0,10.47,S,1
109,3,male,47.6,4,0,64.63,S,0
110,2,male,9.1,1,0,5.0,S,0
111,3,male,41.5,2,0,91.15,S,1
112,3,female,38.6,1,0,5.0,S,1
113,3,male,26.1,0,0,5.0,S,0
114,3,male,13.3,1,0,17.1,C,0
115,1,male,36.1,0,0,5.0,S,0
116,2,male,27.1,2,0,5.0,S,1
117,1,male,38.5,1,1,5.0,C,0
118,3,female,35.3,0,0,10.03,S,1
119,2,female,59.0,0,0,52.42,S,1
120,2,male,31.4,0,2,5.0,S,1
121,3,male,19.6,0,0,27.55,S,0
122,1,male,37.7,0,0,51.77,C,0
123,2,male,38.3,1,1,6.53,S,1
124,3,female,55.4,0,0,10.24,S,0
125,1,female,47.5,1,0,151.9,S,1
126,2,female,40.4,0,2,36.19,S,0
127,3,male,56.9,0,3,21.67,S,0
128,1,female,17.2,0,0,55.85,C,1
129,2,male,25.4,2,0,5.0,S,0
130,2,male,21.1,0,1,46.43,S,0
131,3,female,29.2,0,0,41.0,Q,0
132,1,female,14.3,0,0,13.59,S,1
133,3,female,44.5,1,0,10.91,S,1
134,3,female,31.7,0,0,24.7,S,1
135,1,female,12.9,1,0,43.56,S,0
136,2,female,19.8,1,0,48.18,S,1
137,2,male,39.7,1,0,67.81,S,1
138,3,male,47.6,0,0,6.04,S,0
139,2,male,65.0,0,2,8.31,S,1
140,1,male,78.7,0,0,40.56,S,1
141,1,male,41.2,0,0,6.05,C,0
142,3,male,20.2,1,0,5.0,S,0
143,2,female,3.0,0,0,7.15,C,0
144,3,female,39.0,0,2,10.87,S,0
145,2,female,22.8,0,2,10.95,S,1
146,3,male,28.8,0,0,33.76,S,0
147,1,female,25.8,0,0,30.45,S,1
148,1,male,32.9,1,0,17.78,S,0
149,3,male,51.0,0,0,38.98,S,0
150,3,male,37.4,3,0,20.14,S,0
151,2,male,32.6,1,0,31.42,S,1
152,2,male,19.5,0,0,94.36,S,1
153,2,female,9.9,0,0,42.44,S,1
154,2,female,27.7,0,0,9.42,S,1
155,1,female,34.2,0,0,5.15,S,1
156,3,male,61.5,0,0,85.31,S,0
157,2,female,37.0,2,0,32.39,S,1
158,3,female,49.7,1,0,53.58,S,1
159,1,male,27.5,0,0,26.1,S,1
160,1,female,17.2,0,0,26.18,S,1
161,3,male,20.5,0,0,216.18,S,0
162,2,male,24.1,3,1,74.45,C,1
163,3,male,66.9,0,2,5.0,S,0
164,1,male,22.7,1,0,5.68,C,1
165,3,male,47.6,1,0,13.43,S,0
166,3,male,21.5,0,1,12.76,S,0
167,3,male,49.0,0,0,5.89,S,0
168,1,female,40.8,0,0,33.24,S,1
169,2,male,32.7,2,0,16.67,S,0
170,2,male,34.4,0,0,65.11,C,1
171,2,male,25.2,1,0,13.08,S,0
172,2,female,41.7,1,0,22.37,S,1
173,1,female,28.2,1,0,16.42,S,1
174,2,female,16.6,0,0,31.88,S,1
175,2,male,15.8,0,0,8.67,C,0
176,2,male,37.6,1,0,53.05,S,1
177,1,female,58.7,0,0,102.6,S,0
178,2,male,37.4,2,0,5.0,Q,0
179,2,female,33.2,0,0,5.0,Q,1
180,2,female,39.3,0,0,15.96,S,0
181,2,male,54.6,1,1,23.19,S,0
182,2,female,38.3,0,0,38.91,C,1
183,3,female,28.8,0,0,16.03,S,1
184,2,male,51.6,0,0,18.68,S,0
185,2,male,41.4,0,1,27.89,S,0
186,3,male,58.0,1,1,15.09,Q,0
187,2,female,37.7,0,1,102.42,Q,1
188,3,male,16.6,0,0,5.0,S,0
189,3,male,14.5,0,0,5.0,S,0
190,1,female,59.8,3,0,22.38,S,0
191,2,male,60.9,0,0,9.29,S,1
192,3,male,32.3,3,0,51.88,C,0
193,3,female,29.3,2,0,12.8,S,0
194,2,male,56.9,0,0,6.86,S,0
195,1,male,18.4,1,2,5.3,S,1
196,2,male,21.6,1,0,29.03,S,0
197,1,male,44.6,0,0,5.36,C,1
198,3,male,29.1,0,0,16.98,S,0
199,2,female,34.9,1,1,34.3,C,1
200,3,female,32.5,1,2,38.72,S,0
201,3,male,40.1,1,0,14.38,S,0
202,2,female,56.1,4,2,5.0,S,0
203,2,female,36.4,0,1,13.53,S,0
204,3,female,44.7,1,1,16.3,S,1
205,3,female,4.2,2,1,18.57,S,1
206,3,female,34.3,0,0,8.19,S,0
207,1,female,22.4,0,1,126.2,C,1
208,2,male,16.7,0,0,41.53,S,1
209,1,male,21.8,2,1,5.0,S,0
210,3,male,30.0,0,0,5.0,C,0
211,2,male,48.7,1,1,17.93,S,0
212,2,female,15.1,0,2,48.04,C,1
213,1,male,35.5,0,0,5.0,S,1
214,2,male,27.7,1,3,48.42,S,1
215,3,male,30.1,0,0,32.12,S,1
216,1,male,50.0,2,0,50.08,C,0
217,1,female,43.1,0,0,51.87,S,0
218,3,female,55.1,2,1,41.61,S,0
219,3,male,32.7,0,0,28.38,Q,1
220,1,male,24.6,4,0,62.8,S,0
221,2,male,31.6,1,0,30.0,C,1
222,3,male,38.6,0,0,25.56,S,0
223,3,female,37.6,0,0,22.51,Q,1
224,2,female,18.7,0,1,42.01,C,0
225,2,male,36.4,0,0,10.46,Q,1
226,2,male,38.4,1,1,128.81,S,1
227,1,female,72.8,0,0,48.29,C,0
228,3,female,63.2,0,3,5.37,C,0
229,1,male,22.2,0,0,38.09,S,1
230,1,male,30.7,0,0,39.57,S,0
231,3,male,13.0,1,0,5.0,Q,0
232,3,female,26.1,0,0,16.82,S,1
233,3,male,39.7,1,0,10.27,S,0
234,2,male,53.1,4,1,6.04,S,0
235,2,female,24.1,0,0,8.85,S,1
236,2,female,25.2,0,0,41.08,C,1
237,2,male,2.8,0,0,21.13,S,1
238,2,male,32.6,0,3,10.46,S,1
239,2,male,19.1,0,0,6.92,C,0
240,2,female,27.1,2,0,54.08,S,1
241,3,male,21.8,1,0,18.5,S,0
242,3,female,33.6,0,0,36.25,S,1
243,1,female,8.6,1,0,16.67,C,1
244,2,male,13.0,0,0,8.96,Q,1
245,1,female,66.9,1,0,42.03,S,0
246,2,male,15.7,0,0,21.7,S,1
247,2,male,18.5,1,0,31.02,S,1
248,1,female,62.6,2,0,56.75,S,0
249,3,male,78.6,1,2,77.25,S,0
250,2,male,17.4,2,0,38.24,S,1
251,3,male,29.5,0,0,29.29,S,0
252,1,male,40.1,1,0,47.74,S,1
253,1,male,60.9,0,0,9.71,S,1
254,2,female,20.2,1,1,11.66,C,1
255,1,female,31.3,0,0,39.31,S,0
256,2,female,46.7,0,0,11.59,S,0
257,3,female,41.5,0,0,11.41,S,1
258,1,male,29.4,0,0,63.79,C,0
259,1,female,33.0,1,2,50.76,S,1
260,2,male,14.4,1,0,11.96,S,1
261,2,male,31.4,2,0,18.18,S,0
262,2,female,31.0,0,1,52.3,S,1
263,2,male,38.5,2,1,5.0,Q,0
264,3,male,26.7,0,0,38.28,S,0
265,1,male,42.1,0,0,5.63,S,0
266,2,male,50.2,1,0,58.61,C,1
267,3,male,37.3,0,1,19.23,S,0
268,3,male,40.3,0,1,5.27,S,0
269,2,female,35.8,0,0,5.0,S,1
270,2,male,35.0,0,1,5.0,S,1
271,1,male,24.2,1,0,11.91,S,0
272,1,male,39.7,0,0,46.13,C,0
273,1,female,33.5,0,0,5.0,C,1
274,3,male,66.4,0,1,40.12,C,0
275,2,male,58.6,0,0,67.12,S,1
276,3,male,40.8,1,0,12.87,S,0
277,1,female,23.6,2,0,40.12,S,1
278,3,female,18.3,1,1,5.0,Q,1
279,3,female,52.9,2,1,5.0,C,0
280,1,female,38.9,0,0,8.57,S,1
281,1,male,42.2,1,0,16.63,S,1
282,1,male,8.8,0,2,37.15,C,1
283,3,male,48.9,0,1,52.19,Q,1
284,1,male,41.8,1,0,14.27,C,0
285,2,male,18.3,0,0,21.58,S,0
286,2,male,27.9,2,2,120.46,S,1
287,3,male,39.0,1,2,23.78,S,0
288,2,female,35.8,3,0,15.98,S,0
289,2,male,30.6,0,0,51.72,Q,1
290,3,female,33.4,0,0,163.8,S,1
291,1,female,31.2,1,1,16.19,S,1
292,3,male,37.3,0,0,33.11,S,0
293,1,male,57.1,0,0,73.85,S,0
294,2,female,1.0,1,0,13.41,S,0
295,3,female,31.4,3,2,17.66,S,0
296,3,male,37.6,1,2,23.35,C,1
297,3,male,39.4,0,2,25.71,S,1
298,2,female,29.4,0,0,40.14,S,1
299,2,female,8.6,0,1,36.02,S,1
300,2,male,39.9,0,1,16.38,S,0
301,2,male,60.9,0,0,77.04,S,0
302,2,female,12.0,0,0,17.07,C,1
303,2,male,48.0,0,3,8.07,S,0
304,2,female,30.1,0,0,29.31,Q,1
305,2,male,34.1,0,0,55.05,S,0
306,2,male,19.2,0,0,9.38,S,0
307,1,male,30.0,0,1,26.85,S,1
308,3,male,54.5,1,0,11.98,S,1
309,2,female,43.7,0,1,5.0,C,0
310,1,male,61.0,2,0,8.34,S,0
311,3,female,52.7,0,1,35.13,S,1
312,3,male,41.6,0,0,42.16,S,0
313,1,female,61.2,0,1,7.94,C,1
314,1,female,41.6,0,1,29.85,S,0
315,1,female,47.4,0,0,16.83,C,1
316,1,male,30.6,1,0,27.86,S,1
317,3,female,36.0,2,1,5.0,C,0
318,3,male,24.5,0,0,5.0,S,0
319,1,female,49.8,0,0,6.51,S,1
320,3,male,17.3,1,0,10.26,Q,1
321,1,male,46.7,0,2,16.43,S,1
322,2,male,32.1,0,0,17.1,S,1
323,3,female,52.6,1,0,16.73,S,1
324,2,female,46.3,0,3,5.0,S,1
325,1,male,62.3,1,0,86.71,S,0
326,2,female,46.0,0,0,12.58,S,0
327,3,female,11.4,0,0,24.09,C,0
328,2,male,34.0,0,0,59.53,C,1
329,1,male,17.4,1,0,5.0,S,1
330,1,female,27.2,0,1,25.11,S,0
331,2,female,57.7,1,0,14.93,C,0
332,2,male,44.6,1,1,50.35,S,0
333,3,female,24.5,1,0,19.77,S,1
334,3,male,19.8,0,0,12.98,S,1
335,3,female,35.5,0,0,5.0,S,0
336,3,female,16.8,0,0,81.06,S,1
337,1,female,24.9,0,1,5.0,C,1
338,2,male,39.7,2,0,29.33,Q,0
339,2,male,52.3,0,0,11.13,S,0
340,2,male,44.1,2,0,98.86,S,0
341,3,male,1.0,0,1,5.0,S,1
342,3,female,39.6,0,0,81.3,S,0
343,3,male,36.1,0,1,124.08,C,0
344,2,male,41.2,1,0,9.48,S,1
345,2,male,59.2,0,0,5.0,Q,0
346,2,male,4.1,0,1,31.89,S,0
347,1,male,26.1,1,0,9.18,S,0
348,1,female,43.9,0,0,11.76,S,1
349,2,female,11.3,0,2,40.58,S,0
350,1,male,57.1,0,0,63.57,C,0
351,3,female,40.5,0,0,27.9,S,1
352,1,female,47.7,0,0,49.28,S,1
353,1,male,26.4,0,0,5.0,S,1
354,3,female,47.2,1,1,75.12,S,1
355,1,male,51.0,0,0,5.0,C,0
356,3,male,38.5,0,2,5.0,S,0
357,3,male,38.5,0,0,9.16,S,1
358,1,male,39.1,0,2,22.48,S,0
359,3,female,22.0,0,1,5.47,S,1
360,2,female,32.8,0,2,77.31,S,1
361,3,female,32.7,0,0,7.57,S,0
362,3,female,40.8,0,0,64.36,S,0
363,3,female,50.0,2,0,74.9,S,0
364,2,female,19.1,1,0,17.06,S,1
365,2,male,33.1,0,0,67.41,Q,1
366,3,male,57.2,0,1,49.94,S,1
367,3,female,23.8,0,0,15.66,S,1
368,2,male,22.7,1,1,50.32,S,1
369,3,male,38.0,0,0,34.57,S,0
370,2,male,47.7,0,2,9.94,C,1
371,3,female,35.2,0,0,111.52,S,0
372,3,male,54.9,0,0,29.13,S,0
373,1,male,47.9,0,1,56.01,Q,0
374,1,male,47.6,2,1,16.92,C,0
375,2,male,43.3,2,1,32.1,C,1
376,2,female,69.9,0,2,8.52,S,1
377,2,male,31.9,0,0,11.0,S,0
378,1,female,4.9,0,1,43.02,S,1
379,2,female,59.1,0,0,61.02,S,1
380,2,male,28.1,0,0,123.0,S,1
381,2,female,36.6,0,0,20.99,C,1
382,3,female,54.6,1,0,5.0,S,1
383,3,female,11.0,3,0,5.5,S,1
384,2,male,16.2,1,1,5.73,S,1
385,3,male,11.0,1,0,100.13,S,1
386,2,female,23.1,0,2,11.21,S,0
387,2,female,41.6,0,0,11.68,C,1
388,2,female,42.9,0,0,81.33,S,1
389,1,female,39.1,0,0,23.74,C,0
390,2,male,13.8,0,0,12.94,S,1
391,2,female,1.0,1,0,5.0,S,1
392,3,male,35.8,0,1,5.0,S,0
393,3,female,27.9,0,0,7.36,C,0
394,1,male,41.9,0,0,8.04,S,1
395,2,male,45.5,3,1,18.21,S,0
396,1,female,37.1,0,0,27.17,S,0
397,3,female,46.4,0,1,8.41,C,1
398,3,female,38.4,0,1,26.01,S,1
399,2,male,43.0,1,0,16.82,C,1
400,2,male,24.4,4,0,53.39,Q,0
401,2,female,32.3,0,0,22.99,C,1
402,2,male,38.0,2,0,21.0,S,1
403,3,male,47.3,0,0,14.49,S,0
404,3,female,29.1,1,2,20.05,Q,1
405,2,male,42.8,0,0,10.95,S,0
406,2,female,31.0,0,1,8.63,S,1
407,1,male,33.2,1,0,25.98,S,0
408,1,female,47.4,0,0,12.19,C,1
409,1,female,5.1,0,0,11.63,S,1
410,2,female,15.6,1,0,95.78,S,1
411,3,female,12.8,3,3,34.75,S,0
412,2,male,1.0,0,0,15.23,C,1
413,1,female,24.8,1,0,33.26,S,0
414,1,female,46.2,1,0,53.98,C,1
415,2,female,30.7,0,0,118.73,C,1
416,3,female,38.0,2,2,25.06,Q,1
417,2,female,51.3,0,2,5.0,C,0
418,3,female,54.9,1,2,21.5,S,1
419,3,female,34.0,0,0,5.0,S,1
420,1,male,55.3,0,0,102.54,S,1
421,2,male,36.4,0,1,5.0,Q,1
422,3,female,22.4,0,0,5.0,S,0
423,2,male,26.1,2,0,69.34,S,0
424,1,female,12.8,4,0,17.31,C,0
425,3,female,21.7,0,0,21.64,S,1
426,3,male,29.6,0,1,17.56,C,0
427,2,female,47.1,0,0,79.61,S,1
428,2,female,60.8,0,2,26.17,S,1
429,1,female,14.3,0,0,19.29,S,1
430,3,male,40.9,2,0,5.0,S,0
431,2,female,19.4,1,0,87.85,S,1
432,1,male,42.1,0,0,7.89,Q,0
433,3,female,33.0,0,0,82.91,S,1
434,3,male,7.5,1,0,5.0,S,1
435,3,female,48.9,0,0,61.28,C,1
436,2,female,25.9,0,1,16.84,C,1
437,1,female,27.0,0,0,130.02,S,1
438,3,male,19.0,0,0,53.28,Q,0
439,3,female,25.2,0,0,5.0,S,0
440,2,female,41.4,1,1,5.0,S,0
441,2,male,32.2,0,0,11.81,S,0
442,2,female,39.9,0,0,105.07,C,1
443,2,female,40.4,0,0,26.93,S,1
444,1,female,54.8,2,0,26.51,S,1
445,1,female,29.9,0,0,53.46,C,1
446,1,female,12.8,0,0,36.91,S,1
447,3,female,51.0,0,3,35.68,S,1
448,1,female,30.0,0,0,57.56,C,0
449,1,male,51.7,0,0,25.44,S,0
450,2,male,40.8,1,0,39.59,S,1
451,1,female,33.0,0,0,14.91,S,1
452,1,male,40.2,0,0,22.61,Q,1
453,2,female,64.3,0,0,29.16,S,1
454,2,male,66.2,1,0,15.06,S,0
455,2,male,36.0,2,0,51.73,S,1
456,3,male,37.4,1,0,71.46,S,1
457,1,male,51.1,0,2,5.52,Q,1
458,3,male,22.3,1,0,55.17,S,0
459,3,male,40.0,1,0,5.0,S,0
460,3,female,34.6,0,2,7.07,S,1
461,2,male,39.7,0,1,25.41,S,1
462,2,male,22.5,1,0,57.95,S,1
463,2,male,11.2,0,1,109.62,Q,1
464,3,male,3.9,1,0,31.28,S,1
465,1,male,18.2,0,0,5.0,S,1
466,3,female,28.1,0,1,45.78,S,1
467,2,female,30.6,0,1,6.95,S,0
468,3,male,64.1,1,0,7.55,S,0
469,2,female,51.6,2,0,5.0,S,0
470,1,male,20.6,0,0,19.87,S,1
471,2,male,40.2,0,0,12.1,C,1
472,2,female,28.9,0,2,61.35,C,0
473,2,male,30.7,0,0,37.94,S,1
474,2,female,37.8,4,0,13.17,Q,0
475,1,male,44.3,0,0,10.88,S,0
476,2,male,29.9,0,0,21.54,S,0
477,2,male,51.0,0,0,8.62,C,0
478,3,male,17.9,4,3,5.0,S,0
479,1,female,35.1,0,0,13.24,S,1
480,2,male,74.0,1,0,8.68,C,1
481,2,female,38.3,0,0,39.23,S,1
482,2,female,56.5,0,0,31.74,C,0
483,2,female,36.4,1,0,7.74,S,0
484,2,male,43.7,0,0,59.79,C,1
485,3,male,34.1,1,0,24.8,S,1
486,2,male,32.4,0,0,90.39,S,0
487,3,female,23.3,1,1,44.64,S,0
488,1,male,41.5,1,0,69.68,C,1
489,2,female,22.2,1,0,95.35,S,1
490,2,female,45.0,0,0,15.48,C,0
491,1,male,51.3,1,0,33.02,S,0
492,2,female,40.5,4,2,5.2,S,0
493,3,male,30.7,0,0,8.35,S,0
494,3,female,41.8,0,0,6.86,S,1
495,2,male,30.4,1,0,18.54,Q,0
496,2,female,49.0,0,2,37.39,S,1
497,2,female,7.5,1,0,25.32,S,0
498,1,female,30.0,1,0,5.0,S,1
499,1,male,5.1,0,0,7.27,S,0
500,3,female,12.6,0,0,37.48,S,0
501,3,male,55.5,0,1,30.47,C,0
502,1,female,48.4,0,0,9.57,S,0
503,2,male,24.2,2,0,10.96,S,0
504,3,male,12.5,0,0,45.29,S,1
505,3,male,1.0,0,1,21.99,S,1
506,2,male,26.8,1,0,27.27,S,1
507,2,male,71.3,0,0,17.08,S,0
508,3,female,41.5,1,3,40.9,S,0
509,3,male,26.6,0,0,66.89,C,1
510,1,female,42.0,0,1,100.62,Q,1
511,3,male,11.6,0,1,33.7,Q,1
512,1,female,30.5,1,1,15.5,C,1
513,3,female,36.5,1,0,5.0,S,0
514,1,male,33.7,1,0,5.0,C,1
515,1,female,46.9,4,1,92.74,S,1
516,1,female,40.2,1,1,40.52,S,1
517,2,female,45.0,1,2,14.89,S,1
518,2,male,24.7,0,0,28.69,S,1
519,1,male,48.5,2,0,56.66,Q,0
520,2,female,59.4,1,0,116.57,C,1
521,2,male,20.4,2,0,6.64,S,0
522,3,female,21.7,0,0,27.21,S,1
523,3,male,55.0,0,1,47.75,S,0
524,3,female,32.1,1,0,139.46,S,1
525,1,male,56.1,0,0,42.62,C,0
526,2,male,28.4,0,0,29.29,Q,0
527,3,female,56.8,3,0,34.6,S,0
528,1,female,37.0,0,2,10.6,S,1
529,2,female,38.9,0,0,34.44,S,0
530,3,female,58.5,0,0,59.48,S,1
531,3,male,29.6,0,0,9.27,S,0
532,2,male,20.9,1,0,80.76,S,0
533,3,male,28.3,2,0,5.0,S,0
534,2,male,41.8,4,2,14.63,S,0
535,3,male,11.5,1,2,5.44,S,0
536,1,female,44.6,1,0,5.0,C,0
537,1,male,26.9,0,0,110.31,S,0
538,2,male,52.2,2,0,9.53,C,0
539,1,male,1.0,0,0,21.62,S,1
540,3,male,23.2,0,0,29.48,S,1
541,2,male,9.7,3,1,5.0,S,0
542,3,female,22.6,2,0,10.34,S,0
543,3,male,38.7,0,1,9.77,S,0
544,2,female,32.3,1,0,11.18,S,0
545,3,female,31.2,0,0,19.78,S,1
546,2,female,32.6,0,0,12.17,Q,1
547,2,female,38.1,0,0,50.56,S,0
548,1,male,19.9,0,0,21.64,S,1
549,3,male,45.6,0,1,15.69,C,0
550,3,male,44.9,0,0,7.78,S,0
551,3,female,40.8,0,0,43.08,S,0
552,3,female,43.3,0,0,14.6,C,1
553,3,male,39.4,2,0,14.74,S,0
554,1,male,65.5,1,0,99.87,S,1
555,3,female,33.7,2,0,5.0,S,1
556,2,female,30.4,0,0,15.75,S,1
557,2,female,23.7,1,0,27.71,C,1
558,2,female,19.5,1,1,41.42,S,0
559,2,female,16.3,0,1,39.69,S,0
560,2,female,21.7,0,0,9.74,S,1
561,1,male,33.9,0,0,5.0,S,0
562,1,male,40.0,0,0,33.16,S,0
563,2,female,35.8,0,0,26.73,S,0
564,3,female,23.5,0,0,5.0,C,0
565,2,male,48.5,0,0,21.21,S,0
566,2,female,46.1,1,0,6.16,C,1
567,2,male,32.6,0,0,5.0,S,1
568,2,female,25.2,0,0,25.59,S,1
569,1,male,43.2,1,1,33.63,S,0
570,3,female,37.8,0,0,29.04,C,0
571,1,male,13.3,0,0,11.04,S,1
572,3,male,34.0,0,0,27.77,S,1
573,3,male,38.9,0,1,18.32,C,0
574,2,female,21.5,0,1,21.58,S,1
575,3,male,37.8,0,0,38.19,S,0
576,2,male,13.2,0,0,27.13,S,0
577,3,female,55.0,4,0,29.88,S,1
578,3,male,53.7,2,0,49.26,S,1
579,3,male,31.2,0,0,13.85,S,0
580,3,male,40.5,0,0,22.25,Q,0
581,3,female,1.0,0,0,31.08,S,1
582,3,male,17.7,1,2,53.39,S,0
583,2,male,30.6,1,0,8.87,Q,1
584,3,male,18.9,0,0,44.04,S,0
585,3,male,45.7,0,0,9.68,S,1
586,2,male,65.0,0,0,11.92,S,1
587,3,male,17.4,2,0,16.5,S,0
588,2,male,22.4,2,2,5.0,S,0
589,2,male,38.5,0,1,64.73,Q,0
590,1,female,59.2,0,0,59.21,C,1
591,1,male,16.7,0,1,92.12,S,1
592,3,male,38.7,1,0,27.02,S,0
593,2,female,62.3,2,0,34.07,C,0
594,2,female,10.2,0,0,10.59,S,1
595,1,female,15.8,0,0,5.0,C,0
596,2,male,28.6,0,0,39.87,S,1
597,3,male,27.2,0,1,6.6,S,0
598,3,male,47.2,1,0,8.66,C,0
599,1,male,38.6,0,2,149.41,S,1
600,2,male,8.4,2,0,5.0,S,0
601,2,female,42.7,0,1,5.0,C,1
602,2,male,26.3,0,0,5.0,S,0
603,2,female,54.1,0,1,32.03,S,1
604,2,male,25.6,0,0,13.42,S,0
605,2,male,25.5,0,0,12.16,S,1
606,2,female,43.1,1,0,23.9,S,1
607,2,female,46.4,0,2,5.0,S,1
608,2,male,41.7,0,0,5.0,S,1
609,3,female,9.7,0,0,74.72,C,0
610,3,male,43.1,0,1,63.68,S,0
611,2,male,19.5,2,0,24.88,S,0
612,3,female,38.5,2,1,73.51,S,0
613,3,male,13.6,0,0,5.0,C,0
614,1,male,41.7,1,0,24.25,S,0
615,2,male,22.9,1,0,34.31,C,0
616,2,male,15.8,4,0,55.61,S,1
617,3,male,45.7,0,0,25.8,S,0
618,1,male,38.6,0,0,25.26,Q,0
619,3,female,25.8,0,0,10.35,C,0
620,2,female,56.8,2,1,33.01,S,1
621,2,male,28.4,1,2,5.0,S,1
622,3,male,35.5,0,0,58.56,S,1
623,2,female,39.0,0,0,20.37,S,1
624,3,male,25.7,1,0,5.0,C,0
625,3,male,42.1,2,1,10.73,C,1
626,3,female,27.0,0,1,18.71,S,1
627,1,male,28.8,1,0,105.21,S,1
628,3,male,55.4,0,0,33.83,S,0
629,1,male,19.4,0,2,47.11,S,0
630,2,male,1.0,0,1,138.86,C,1
